OrderID,OrderDate,CustomerID,DistributorID,RepEmployeeID,NumLines,OrderValue
SO000109,2022-07-26,C0002,D01,E07,6,4542.6
SO000110,2022-08-07,C0002,D01,E07,3,2131.9
SO000111,2022-08-17,C0002,D01,E07,7,5880.0
SO000112,2022-08-27,C0002,D01,E07,4,3135.0
SO000113,2022-09-07,C0002,D01,E07,4,3020.0
SO000114,2022-09-20,C0002,D01,E07,3,1955.0
SO000115,2022-10-02,C0002,D01,E07,4,3394.4
SO000116,2022-10-15,C0002,D01,E07,3,2941.75
SO000117,2022-10-25,C0002,D01,E07,4,4265.25
SO000118,2022-11-05,C0002,D01,E07,4,2725.0
SO000119,2022-11-19,C0002,D01,E07,4,3272.4
SO000120,2022-11-29,C0002,D01,E07,6,3656.2
SO000121,2022-12-13,C0002,D01,E07,5,5340.0
SO000122,2022-12-25,C0002,D01,E07,5,4646.65
SO000123,2023-01-05,C0002,D01,E07,3,3315.0
SO000124,2023-01-15,C0002,D01,E07,3,4394.25
SO000125,2023-01-27,C0002,D01,E07,4,3705.0
SO000126,2023-02-08,C0002,D01,E07,7,10125.0
SO000127,2023-02-19,C0002,D01,E07,7,8849.35
SO000128,2023-03-04,C0002,D01,E07,4,1352.4
SO000129,2023-03-14,C0002,D01,E07,3,2115.05
SO000130,2023-03-27,C0002,D01,E07,7,4335.7
SO000131,2023-04-06,C0002,D01,E07,3,1508.25
SO000132,2023-04-17,C0002,D01,E07,7,4227.2
SO000133,2023-04-30,C0002,D01,E07,6,4410.8
SO000134,2023-05-11,C0002,D01,E07,7,5070.0
SO000135,2023-05-22,C0002,D01,E07,3,1225.0
SO000136,2023-06-02,C0002,D01,E07,4,2215.0
SO000137,2023-06-15,C0002,D01,E07,3,1585.0
SO000138,2023-06-27,C0002,D01,E07,6,3985.0
SO000139,2023-07-07,C0002,D01,E07,4,3655.0
SO000140,2023-07-21,C0002,D01,E07,6,3631.9
SO000141,2023-08-02,C0002,D01,E07,4,3785.0
SO000142,2023-08-13,C0002,D01,E07,7,3615.1
SO000143,2023-08-24,C0002,D01,E07,4,3095.0
SO000144,2023-09-07,C0002,D01,E07,4,3185.7
SO000145,2023-09-19,C0002,D01,E07,6,4515.0
SO000146,2023-10-02,C0002,D01,E07,6,3452.35
SO000147,2023-10-12,C0002,D01,E07,3,2445.0
SO000148,2023-10-24,C0002,D01,E07,4,4953.05
SO000149,2023-11-06,C0002,D01,E07,5,4855.2
SO000150,2023-11-16,C0002,D01,E07,4,6060.0
SO000151,2023-11-26,C0002,D01,E07,4,4433.8
SO000152,2023-12-08,C0002,D01,E07,3,3975.0
SO000153,2023-12-21,C0002,D01,E07,6,6252.35
SO000154,2024-01-04,C0002,D01,E07,5,7142.8
SO000155,2024-01-15,C0002,D01,E07,6,6672.7
SO000156,2024-01-28,C0002,D01,E07,4,4815.0
SO000157,2024-02-09,C0002,D01,E07,4,5370.0
SO000158,2024-02-23,C0002,D01,E07,3,3755.0
SO000159,2024-03-07,C0002,D01,E07,6,4214.4
SO000160,2024-03-19,C0002,D01,E07,7,4420.0
SO000161,2024-03-31,C0002,D01,E07,3,2070.0
SO000162,2024-04-14,C0002,D01,E07,7,7750.0
SO000163,2024-04-27,C0002,D01,E07,3,1314.4
SO000164,2024-05-07,C0002,D01,E07,3,2232.5
SO000165,2024-05-18,C0002,D01,E07,3,2040.0
SO000166,2024-05-31,C0002,D01,E07,5,2922.5
SO000167,2024-06-11,C0002,D01,E07,4,4133.2
SO000168,2024-06-22,C0002,D01,E07,7,6270.0
SO000169,2024-07-05,C0002,D01,E07,4,3299.8
SO000170,2024-07-19,C0002,D01,E07,4,3520.0
SO000171,2024-07-30,C0002,D01,E07,3,3300.0
SO000172,2024-08-09,C0002,D01,E07,6,4292.6
SO000173,2024-08-21,C0002,D01,E07,7,6106.75
SO000174,2024-08-31,C0002,D01,E07,3,3084.5
SO000175,2024-09-10,C0002,D01,E07,5,3478.0
SO000176,2024-09-22,C0002,D01,E07,7,6036.25
SO000177,2024-10-06,C0002,D01,E07,4,3432.0
SO000178,2024-10-20,C0002,D01,E07,7,6686.1
SO000179,2024-11-02,C0002,D01,E07,3,3410.85
SO000180,2024-11-13,C0002,D01,E07,5,8780.0
SO000181,2024-11-27,C0002,D01,E07,3,3305.0
SO000182,2024-12-11,C0002,D01,E07,5,5164.55
SO000183,2024-12-24,C0002,D01,E07,4,7450.0
SO000184,2022-01-08,C0003,D01,E08,3,1645.0
SO000185,2022-01-25,C0003,D01,E08,4,1695.0
SO000186,2022-02-11,C0003,D01,E08,4,1665.0
SO000187,2022-02-24,C0003,D01,E08,3,2360.0
SO000188,2022-03-13,C0003,D01,E08,4,1636.35
SO000189,2022-03-26,C0003,D01,E08,7,2310.0
SO000190,2022-04-09,C0003,D01,E08,4,1248.4
SO000191,2022-04-23,C0003,D01,E08,3,672.0
SO000192,2022-05-06,C0003,D01,E08,6,1990.0
SO000193,2022-05-22,C0003,D01,E08,6,2137.4
SO000194,2022-06-07,C0003,D01,E08,3,1250.0
SO000195,2022-06-21,C0003,D01,E08,6,2625.0
SO000196,2022-07-05,C0003,D01,E08,6,2831.6
SO000197,2022-07-21,C0003,D01,E08,4,1620.0
SO000198,2022-08-06,C0003,D01,E08,5,1574.8
SO000199,2022-08-22,C0003,D01,E08,3,1158.75
SO000200,2022-09-06,C0003,D01,E08,4,2317.3
SO000201,2022-09-23,C0003,D01,E08,4,2415.0
SO000202,2022-10-09,C0003,D01,E08,6,2375.55
SO000203,2022-10-23,C0003,D01,E08,6,3281.75
SO000204,2022-11-07,C0003,D01,E08,3,1385.0
SO000205,2022-11-24,C0003,D01,E08,5,1691.05
SO000206,2022-12-08,C0003,D01,E08,4,2021.1
SO000207,2022-12-25,C0003,D01,E08,3,1360.0
SO000208,2023-01-07,C0003,D01,E08,4,2385.0
SO000209,2023-01-22,C0003,D01,E08,7,4987.8
SO000210,2023-02-06,C0003,D01,E08,5,1990.0
SO000211,2023-02-21,C0003,D01,E08,4,1185.0
SO000212,2023-03-07,C0003,D01,E08,5,1890.0
SO000213,2023-03-20,C0003,D01,E08,6,2622.0
SO000214,2023-04-02,C0003,D01,E08,3,1075.0
SO000215,2023-04-15,C0003,D01,E08,3,780.0
SO000216,2023-04-29,C0003,D01,E08,4,1838.7
SO000217,2023-05-15,C0003,D01,E08,3,700.0
SO000218,2023-05-30,C0003,D01,E08,6,2607.85
SO000219,2023-06-15,C0003,D01,E08,3,1117.95
SO000220,2023-07-02,C0003,D01,E08,4,1660.2
SO000221,2023-07-17,C0003,D01,E08,5,1545.0
SO000222,2023-08-02,C0003,D01,E08,4,2385.0
SO000223,2023-08-19,C0003,D01,E08,4,1435.65
SO000224,2023-09-01,C0003,D01,E08,5,1422.35
SO000225,2023-09-17,C0003,D01,E08,3,1097.15
SO000226,2023-10-03,C0003,D01,E08,4,2415.0
SO000227,2023-10-17,C0003,D01,E08,6,3458.25
SO000228,2023-10-30,C0003,D01,E08,3,1459.5
SO000229,2023-11-14,C0003,D01,E08,4,2723.45
SO000230,2023-11-29,C0003,D01,E08,5,2260.0
SO000231,2023-12-15,C0003,D01,E08,6,3425.05
SO000232,2024-01-01,C0003,D01,E08,4,3408.0
SO000233,2024-01-14,C0003,D01,E08,5,4094.8
SO000234,2024-01-31,C0003,D01,E08,3,1610.0
SO000235,2024-02-16,C0003,D01,E08,3,1923.2
SO000236,2024-02-29,C0003,D01,E08,7,5205.0
SO000237,2024-03-16,C0003,D01,E08,7,2505.2
SO000238,2024-04-01,C0003,D01,E08,6,2097.8
SO000239,2024-04-15,C0003,D01,E08,4,1718.8
SO000240,2024-05-02,C0003,D01,E08,3,1365.0
SO000241,2024-05-18,C0003,D01,E08,3,900.0
SO000242,2024-06-04,C0003,D01,E08,5,2459.9
SO000243,2024-06-19,C0003,D01,E08,5,2420.0
SO000244,2024-07-06,C0003,D01,E08,4,2805.0
SO000245,2024-07-23,C0003,D01,E08,4,2065.0
SO000246,2024-08-08,C0003,D01,E08,4,1485.6
SO000247,2024-08-24,C0003,D01,E08,3,1365.6
SO000248,2024-09-06,C0003,D01,E08,3,1085.0
SO000249,2024-09-23,C0003,D01,E08,6,3178.0
SO000250,2024-10-07,C0003,D01,E08,4,2240.2
SO000251,2024-10-23,C0003,D01,E08,6,3273.85
SO000252,2024-11-09,C0003,D01,E08,6,4717.2
SO000253,2024-11-22,C0003,D01,E08,3,1570.0
SO000254,2024-12-06,C0003,D01,E08,6,4852.95
SO000255,2024-12-20,C0003,D01,E08,4,4881.6
SO000256,2022-01-03,C0004,D02,E09,4,2510.0
SO000257,2022-01-20,C0004,D02,E09,7,3863.9
SO000258,2022-02-05,C0004,D02,E09,6,2735.0
SO000259,2022-02-22,C0004,D02,E09,3,2410.0
SO000260,2022-03-11,C0004,D02,E09,6,2040.0
SO000261,2022-03-25,C0004,D02,E09,4,1230.0
SO000262,2022-04-09,C0004,D02,E09,6,2427.8
SO000263,2022-04-25,C0004,D02,E09,5,1393.1
SO000264,2022-05-10,C0004,D02,E09,4,1053.7
SO000265,2022-05-26,C0004,D02,E09,5,2183.6
SO000266,2022-06-12,C0004,D02,E09,5,2573.6
SO000267,2022-06-25,C0004,D02,E09,3,1050.0
SO000268,2022-07-11,C0004,D02,E09,6,2444.3
SO000269,2022-07-25,C0004,D02,E09,3,1045.0
SO000270,2022-08-08,C0004,D02,E09,6,2231.1
SO000271,2022-08-23,C0004,D02,E09,5,1445.0
SO000272,2022-09-05,C0004,D02,E09,5,1520.2
SO000273,2022-09-18,C0004,D02,E09,4,1575.9
SO000274,2022-10-01,C0004,D02,E09,3,1012.7
SO000275,2022-10-14,C0004,D02,E09,3,1130.5
SO000276,2022-10-31,C0004,D02,E09,6,1635.0
SO000277,2022-11-13,C0004,D02,E09,5,2783.8
SO000278,2022-11-29,C0004,D02,E09,6,2300.0
SO000279,2022-12-12,C0004,D02,E09,7,4552.0
SO000280,2022-12-27,C0004,D02,E09,3,2050.0
SO000281,2023-01-09,C0004,D02,E09,5,3905.0
SO000282,2023-01-25,C0004,D02,E09,4,1704.5
SO000283,2023-02-07,C0004,D02,E09,7,6345.0
SO000284,2023-02-21,C0004,D02,E09,6,2343.0
SO000285,2023-03-06,C0004,D02,E09,3,1032.2
SO000286,2023-03-22,C0004,D02,E09,7,2134.3
SO000287,2023-04-07,C0004,D02,E09,7,1474.2
SO000288,2022-01-01,C0005,D02,E10,4,4258.7
SO000289,2022-01-12,C0005,D02,E10,5,3738.3
SO000290,2022-01-24,C0005,D02,E10,7,7912.0
SO000291,2022-02-03,C0005,D02,E10,5,5270.0
SO000292,2022-02-17,C0005,D02,E10,3,2030.0
SO000293,2022-03-01,C0005,D02,E10,3,1480.0
SO000294,2022-03-12,C0005,D02,E10,4,1955.0
SO000295,2022-03-22,C0005,D02,E10,5,2665.0
SO000296,2022-04-03,C0005,D02,E10,4,1960.0
SO000297,2022-04-15,C0005,D02,E10,6,3617.35
SO000298,2022-04-27,C0005,D02,E10,3,1746.35
SO000299,2022-05-08,C0005,D02,E10,6,3875.0
SO000300,2022-05-20,C0005,D02,E10,6,3785.0
SO000301,2022-06-01,C0005,D02,E10,7,5380.0
SO000302,2022-06-15,C0005,D02,E10,7,5675.4
SO000303,2022-06-29,C0005,D02,E10,4,3430.0
SO000304,2022-07-13,C0005,D02,E10,6,3724.35
SO000305,2022-07-24,C0005,D02,E10,3,2320.8
SO000306,2022-08-06,C0005,D02,E10,5,3800.0
SO000307,2022-08-20,C0005,D02,E10,6,5382.2
SO000308,2022-09-03,C0005,D02,E10,6,3108.3
SO000309,2022-09-15,C0005,D02,E10,3,2610.0
SO000310,2022-09-25,C0005,D02,E10,4,3863.7
SO000311,2022-10-06,C0005,D02,E10,5,2406.6
SO000312,2022-10-17,C0005,D02,E10,5,6187.55
SO000313,2022-10-29,C0005,D02,E10,5,5582.2
SO000314,2022-11-08,C0005,D02,E10,4,4326.25
SO000315,2022-11-21,C0005,D02,E10,5,6900.0
SO000316,2022-12-03,C0005,D02,E10,7,8485.2
SO000317,2022-12-16,C0005,D02,E10,4,9163.65
SO000318,2022-12-29,C0005,D02,E10,4,4740.0
SO000319,2023-01-10,C0005,D02,E10,3,3105.0
SO000320,2023-01-23,C0005,D02,E10,3,3000.0
SO000321,2023-02-02,C0005,D02,E10,3,2396.2
SO000322,2023-02-16,C0005,D02,E10,3,3495.0
SO000323,2023-02-28,C0005,D02,E10,6,6280.0
SO000324,2023-03-11,C0005,D02,E10,7,4265.0
SO000325,2023-03-22,C0005,D02,E10,5,1945.3
SO000326,2023-04-04,C0005,D02,E10,7,5560.4
SO000327,2023-04-15,C0005,D02,E10,6,3606.1
SO000328,2023-04-29,C0005,D02,E10,4,2643.7
SO000329,2023-05-09,C0005,D02,E10,5,3412.9
SO000330,2023-05-22,C0005,D02,E10,7,4317.9
SO000331,2023-06-04,C0005,D02,E10,4,2592.5
SO000332,2023-06-18,C0005,D02,E10,7,6377.6
SO000333,2023-06-29,C0005,D02,E10,3,2920.0
SO000334,2023-07-09,C0005,D02,E10,6,6210.0
SO000335,2023-07-20,C0005,D02,E10,4,3455.0
SO000336,2023-08-01,C0005,D02,E10,3,3350.0
SO000337,2023-08-15,C0005,D02,E10,6,5081.1
SO000338,2023-08-29,C0005,D02,E10,5,2915.0
SO000339,2023-09-08,C0005,D02,E10,6,3536.5
SO000340,2023-09-20,C0005,D02,E10,7,5722.5
SO000341,2023-10-04,C0005,D02,E10,7,5170.4
SO000342,2023-10-14,C0005,D02,E10,7,6781.65
SO000343,2023-10-26,C0005,D02,E10,5,4282.8
SO000344,2023-11-05,C0005,D02,E10,3,2303.4
SO000345,2023-11-18,C0005,D02,E10,4,2907.6
SO000346,2023-11-30,C0005,D02,E10,6,6955.0
SO000347,2023-12-12,C0005,D02,E10,6,6336.2
SO000348,2023-12-24,C0005,D02,E10,3,2941.65
SO000349,2024-01-05,C0005,D02,E10,6,7275.0
SO000350,2024-01-17,C0005,D02,E10,6,4113.0
SO000351,2024-01-31,C0005,D02,E10,6,8819.3
SO000352,2024-02-13,C0005,D02,E10,5,6459.65
SO000353,2024-02-27,C0005,D02,E10,3,4065.85
SO000354,2024-03-10,C0005,D02,E10,7,4054.9
SO000355,2024-03-23,C0005,D02,E10,7,4850.0
SO000356,2024-04-04,C0005,D02,E10,3,1822.0
SO000357,2024-04-16,C0005,D02,E10,7,4617.4
SO000358,2024-04-30,C0005,D02,E10,6,5182.8
SO000359,2024-05-14,C0005,D02,E10,7,4022.3
SO000360,2024-05-26,C0005,D02,E10,6,4112.5
SO000361,2024-06-05,C0005,D02,E10,6,5225.0
SO000362,2024-06-15,C0005,D02,E10,4,3270.0
SO000363,2024-06-26,C0005,D02,E10,5,4590.0
SO000364,2024-07-10,C0005,D02,E10,5,5930.0
SO000365,2024-07-24,C0005,D02,E10,6,5245.0
SO000366,2024-08-06,C0005,D02,E10,6,6535.0
SO000367,2024-08-18,C0005,D02,E10,4,4835.0
SO000368,2024-08-30,C0005,D02,E10,3,2454.0
SO000369,2024-09-13,C0005,D02,E10,5,2895.0
SO000370,2024-09-26,C0005,D02,E10,7,4725.5
SO000371,2024-10-08,C0005,D02,E10,7,9750.1
SO000372,2024-10-22,C0005,D02,E10,6,6043.75
SO000373,2024-11-03,C0005,D02,E10,6,5990.7
SO000374,2024-11-16,C0005,D02,E10,3,4130.0
SO000375,2024-11-26,C0005,D02,E10,3,3416.9
SO000376,2024-12-06,C0005,D02,E10,6,7641.95
SO000377,2024-12-16,C0005,D02,E10,7,6358.5
SO000378,2024-12-30,C0005,D02,E10,7,9837.5
SO000379,2022-01-12,C0006,D02,E11,5,4194.15
SO000380,2022-01-24,C0006,D02,E11,5,4995.7
SO000381,2022-02-05,C0006,D02,E11,3,2681.2
SO000382,2022-02-19,C0006,D02,E11,4,2450.95
SO000383,2022-03-04,C0006,D02,E11,6,3980.0
SO000384,2022-03-14,C0006,D02,E11,5,2828.2
SO000385,2022-03-28,C0006,D02,E11,3,965.0
SO000386,2022-04-11,C0006,D02,E11,7,4190.0
SO000387,2022-04-25,C0006,D02,E11,6,3465.0
SO000388,2022-05-08,C0006,D02,E11,6,3082.8
SO000389,2022-05-20,C0006,D02,E11,4,2161.1
SO000390,2022-06-03,C0006,D02,E11,7,4122.1
SO000391,2022-06-16,C0006,D02,E11,5,3910.0
SO000392,2022-06-27,C0006,D02,E11,4,2401.6
SO000393,2022-07-07,C0006,D02,E11,3,2155.0
SO000394,2022-07-17,C0006,D02,E11,6,3210.0
SO000395,2022-07-29,C0006,D02,E11,6,4925.0
SO000396,2022-08-09,C0006,D02,E11,3,1980.0
SO000397,2022-08-22,C0006,D02,E11,4,2530.0
SO000398,2022-09-02,C0006,D02,E11,4,2623.7
SO000399,2022-09-13,C0006,D02,E11,4,2030.0
SO000400,2022-09-24,C0006,D02,E11,5,3265.0
SO000401,2022-10-06,C0006,D02,E11,6,3379.8
SO000402,2022-10-17,C0006,D02,E11,4,5407.55
SO000403,2022-10-31,C0006,D02,E11,4,2645.0
SO000404,2022-11-12,C0006,D02,E11,7,6548.4
SO000405,2022-11-25,C0006,D02,E11,5,5317.1
SO000406,2022-12-06,C0006,D02,E11,5,4135.0
SO000407,2022-12-18,C0006,D02,E11,6,7828.05
SO000408,2023-01-01,C0006,D02,E11,6,5474.7
SO000409,2023-01-15,C0006,D02,E11,6,3970.7
SO000410,2023-01-26,C0006,D02,E11,6,6500.0
SO000411,2023-02-09,C0006,D02,E11,3,3745.0
SO000412,2023-02-23,C0006,D02,E11,3,3640.2
SO000413,2023-03-05,C0006,D02,E11,6,3525.0
SO000414,2023-03-18,C0006,D02,E11,5,2685.0
SO000415,2023-03-28,C0006,D02,E11,6,3621.0
SO000416,2023-04-11,C0006,D02,E11,6,5013.6
SO000417,2023-04-22,C0006,D02,E11,5,2245.0
SO000418,2023-05-04,C0006,D02,E11,3,1710.0
SO000419,2023-05-17,C0006,D02,E11,6,4145.0
SO000420,2023-05-27,C0006,D02,E11,3,1972.9
SO000421,2023-06-09,C0006,D02,E11,5,4096.6
SO000422,2023-06-23,C0006,D02,E11,4,3252.45
SO000423,2023-07-06,C0006,D02,E11,3,2261.5
SO000424,2023-07-20,C0006,D02,E11,4,2380.0
SO000425,2023-07-31,C0006,D02,E11,7,5464.3
SO000426,2023-08-14,C0006,D02,E11,6,5510.0
SO000427,2023-08-26,C0006,D02,E11,3,1648.4
SO000428,2023-09-05,C0006,D02,E11,5,4261.8
SO000429,2023-09-17,C0006,D02,E11,6,3626.2
SO000430,2023-10-01,C0006,D02,E11,3,1510.0
SO000431,2023-10-11,C0006,D02,E11,3,2670.05
SO000432,2023-10-24,C0006,D02,E11,6,4446.85
SO000433,2023-11-06,C0006,D02,E11,4,7704.5
SO000434,2023-11-16,C0006,D02,E11,4,5391.8
SO000435,2023-11-27,C0006,D02,E11,4,3850.0
SO000436,2023-12-09,C0006,D02,E11,4,4652.35
SO000437,2023-12-21,C0006,D02,E11,6,7150.0
SO000438,2023-12-31,C0006,D02,E11,5,6225.0
SO000439,2024-01-14,C0006,D02,E11,5,6184.1
SO000440,2024-01-27,C0006,D02,E11,4,6296.15
SO000441,2024-02-07,C0006,D02,E11,4,4202.8
SO000442,2024-02-20,C0006,D02,E11,3,2520.0
SO000443,2024-03-04,C0006,D02,E11,4,1818.3
SO000444,2024-03-15,C0006,D02,E11,3,2310.0
SO000445,2024-03-26,C0006,D02,E11,6,3160.0
SO000446,2024-04-09,C0006,D02,E11,7,4420.0
SO000447,2024-04-19,C0006,D02,E11,6,4830.0
SO000448,2024-04-29,C0006,D02,E11,7,3145.0
SO000449,2024-05-12,C0006,D02,E11,7,4626.9
SO000450,2024-05-23,C0006,D02,E11,3,2355.0
SO000451,2024-06-05,C0006,D02,E11,7,6155.0
SO000452,2024-06-16,C0006,D02,E11,5,3908.95
SO000453,2024-06-30,C0006,D02,E11,4,3935.0
SO000454,2024-07-14,C0006,D02,E11,3,1600.0
SO000455,2024-07-24,C0006,D02,E11,5,5127.6
SO000456,2024-08-07,C0006,D02,E11,3,3200.0
SO000457,2024-08-21,C0006,D02,E11,3,1950.0
SO000458,2024-08-31,C0006,D02,E11,7,3434.25
SO000459,2024-09-12,C0006,D02,E11,7,7634.0
SO000460,2024-09-26,C0006,D02,E11,5,4740.0
SO000461,2024-10-07,C0006,D02,E11,7,7032.4
SO000462,2024-10-20,C0006,D02,E11,3,2685.0
SO000463,2024-11-02,C0006,D02,E11,5,7386.25
SO000464,2024-11-13,C0006,D02,E11,4,4832.0
SO000465,2024-11-26,C0006,D02,E11,3,3020.0
SO000466,2024-12-06,C0006,D02,E11,5,6888.7
SO000467,2024-12-20,C0006,D02,E11,6,7219.6
SO000468,2024-12-31,C0006,D02,E11,4,3804.6
SO000469,2022-01-12,C0007,D01,E06,4,1367.5
SO000470,2022-01-27,C0007,D01,E06,6,3680.8
SO000471,2022-02-11,C0007,D01,E06,3,1500.0
SO000472,2022-02-24,C0007,D01,E06,6,3170.0
SO000473,2022-03-13,C0007,D01,E06,4,775.0
SO000474,2022-03-30,C0007,D01,E06,4,1488.6
SO000475,2022-04-15,C0007,D01,E06,5,1440.0
SO000476,2022-04-28,C0007,D01,E06,5,1265.0
SO000477,2022-05-12,C0007,D01,E06,7,2670.0
SO000478,2022-05-27,C0007,D01,E06,6,1380.4
SO000479,2022-06-10,C0007,D01,E06,3,1503.6
SO000480,2022-06-23,C0007,D01,E06,7,2497.4
