SalesLineID,OrderID,OrderDate,CustomerID,DistributorID,RepEmployeeID,ProductID,Quantity,UnitPrice,DiscountPct,LineRevenue,PromotionID
SL0000055,SO000010,2022-04-19,C0001,D01,E06,P012,6,80,0,480,
SL0000056,SO000011,2022-04-30,C0001,D01,E06,P014,3,95,0,285,
SL0000057,SO000011,2022-04-30,C0001,D01,E06,P005,3,120,0,360,
SL0000058,SO000011,2022-04-30,C0001,D01,E06,P003,5,95,0,475,
SL0000059,SO000011,2022-04-30,C0001,D01,E06,P020,5,125,0,625,
SL0000060,SO000011,2022-04-30,C0001,D01,E06,P006,5,87.3,0.03,436.5,
SL0000061,SO000011,2022-04-30,C0001,D01,E06,P018,6,135,0,810,
SL0000062,SO000011,2022-04-30,C0001,D01,E06,P012,6,80,0,480,
SL0000063,SO000012,2022-05-12,C0001,D01,E06,P021,3,190,0,570,
SL0000064,SO000012,2022-05-12,C0001,D01,E06,P002,8,60,0,480,
SL0000065,SO000012,2022-05-12,C0001,D01,E06,P019,4,115,0,460,
SL0000066,SO000012,2022-05-12,C0001,D01,E06,P006,7,87.3,0.03,611.1,
SL0000067,SO000013,2022-05-24,C0001,D01,E06,P020,4,125,0,500,
SL0000068,SO000013,2022-05-24,C0001,D01,E06,P001,8,65,0,520,
SL0000069,SO000013,2022-05-24,C0001,D01,E06,P012,6,77.6,0.03,465.6,
SL0000070,SO000014,2022-06-07,C0001,D01,E06,P004,6,70,0,420,
SL0000071,SO000014,2022-06-07,C0001,D01,E06,P013,8,75,0,600,
SL0000072,SO000014,2022-06-07,C0001,D01,E06,P006,11,90,0,990,
SL0000073,SO000015,2022-06-17,C0001,D01,E06,P006,14,90,0,1260,
SL0000074,SO000015,2022-06-17,C0001,D01,E06,P011,8,120,0,960,
SL0000075,SO000015,2022-06-17,C0001,D01,E06,P014,5,95,0,475,
SL0000076,SO000016,2022-06-30,C0001,D01,E06,P008,4,101.85,0.03,407.4,
SL0000077,SO000016,2022-06-30,C0001,D01,E06,P003,8,92.15,0.03,737.2,
SL0000078,SO000016,2022-06-30,C0001,D01,E06,P020,4,125,0,500,
SL0000079,SO000016,2022-06-30,C0001,D01,E06,P021,8,190,0,1520,
SL0000080,SO000017,2022-07-10,C0001,D01,E06,P007,6,110,0,660,
SL0000081,SO000017,2022-07-10,C0001,D01,E06,P010,4,125,0,500,
SL0000082,SO000017,2022-07-10,C0001,D01,E06,P016,8,80,0,640,
SL0000083,SO000017,2022-07-10,C0001,D01,E06,P002,14,60,0,840,
SL0000084,SO000017,2022-07-10,C0001,D01,E06,P013,8,75,0,600,
SL0000085,SO000017,2022-07-10,C0001,D01,E06,P008,8,105,0,840,
SL0000086,SO000017,2022-07-10,C0001,D01,E06,P011,8,120,0,960,
SL0000087,SO000018,2022-07-23,C0001,D01,E06,P020,4,125,0,500,
SL0000088,SO000018,2022-07-23,C0001,D01,E06,P006,14,87.3,0.03,1222.2,
SL0000089,SO000018,2022-07-23,C0001,D01,E06,P022,6,213.4,0.03,1280.4,
SL0000090,SO000018,2022-07-23,C0001,D01,E06,P014,3,95,0,285,
SL0000091,SO000018,2022-07-23,C0001,D01,E06,P011,8,120,0,960,
SL0000092,SO000019,2022-08-06,C0001,D01,E06,P007,6,106.7,0.03,640.2,
SL0000093,SO000019,2022-08-06,C0001,D01,E06,P012,5,80,0,400,
SL0000094,SO000019,2022-08-06,C0001,D01,E06,P020,9,125,0,1125,
SL0000095,SO000019,2022-08-06,C0001,D01,E06,P002,14,60,0,840,
SL0000096,SO000019,2022-08-06,C0001,D01,E06,P016,9,80,0,720,
SL0000097,SO000020,2022-08-17,C0001,D01,E06,P008,4,105,0,420,
SL0000098,SO000020,2022-08-17,C0001,D01,E06,P012,3,80,0,240,
SL0000099,SO000020,2022-08-17,C0001,D01,E06,P001,9,65,0,585,
SL0000100,SO000021,2022-08-31,C0001,D01,E06,P011,6,120,0,720,
SL0000101,SO000021,2022-08-31,C0001,D01,E06,P019,4,111.55,0.03,446.2,
SL0000102,SO000021,2022-08-31,C0001,D01,E06,P020,8,125,0,1000,
SL0000103,SO000022,2022-09-14,C0001,D01,E06,P006,11,90,0,990,
SL0000104,SO000022,2022-09-14,C0001,D01,E06,P020,8,125,0,1000,
SL0000105,SO000022,2022-09-14,C0001,D01,E06,P014,5,95,0,475,
SL0000106,SO000022,2022-09-14,C0001,D01,E06,P002,11,60,0,660,
SL0000107,SO000022,2022-09-14,C0001,D01,E06,P018,6,130.95,0.03,785.7,
SL0000108,SO000022,2022-09-14,C0001,D01,E06,P011,9,120,0,1080,
SL0000109,SO000023,2022-09-25,C0001,D01,E06,P006,9,90,0,810,
SL0000110,SO000023,2022-09-25,C0001,D01,E06,P022,5,220,0,1100,
SL0000111,SO000023,2022-09-25,C0001,D01,E06,P007,6,110,0,660,
SL0000112,SO000023,2022-09-25,C0001,D01,E06,P002,9,60,0,540,
SL0000113,SO000023,2022-09-25,C0001,D01,E06,P017,3,90,0,270,
SL0000114,SO000023,2022-09-25,C0001,D01,E06,P008,8,105,0,840,
SL0000115,SO000023,2022-09-25,C0001,D01,E06,P014,3,95,0,285,
SL0000116,SO000024,2022-10-09,C0001,D01,E06,P012,4,80,0,320,
SL0000117,SO000024,2022-10-09,C0001,D01,E06,P017,6,87.3,0.03,523.8,
SL0000118,SO000024,2022-10-09,C0001,D01,E06,P009,10,130,0,1300,
SL0000119,SO000024,2022-10-09,C0001,D01,E06,P016,13,80,0,1040,
SL0000120,SO000024,2022-10-09,C0001,D01,E06,P005,4,116.4,0.03,465.6,
SL0000121,SO000024,2022-10-09,C0001,D01,E06,P022,10,220,0,2200,
SL0000122,SO000025,2022-10-23,C0001,D01,E06,P015,13,78.2,0.08,1016.6,PR02
SL0000123,SO000025,2022-10-23,C0001,D01,E06,P006,12,85.5,0.05,1026,PR02
SL0000124,SO000025,2022-10-23,C0001,D01,E06,P003,13,87.4,0.08,1136.2,PR02
SL0000125,SO000025,2022-10-23,C0001,D01,E06,P009,8,119.6,0.08,956.8,PR02
SL0000126,SO000025,2022-10-23,C0001,D01,E06,P002,10,55.2,0.08,552,PR02
SL0000127,SO000025,2022-10-23,C0001,D01,E06,P001,5,61.75,0.05,308.75,PR02
SL0000128,SO000025,2022-10-23,C0001,D01,E06,P022,13,209,0.05,2717,PR02
SL0000129,SO000026,2022-11-02,C0001,D01,E06,P007,15,110,0,1650,
SL0000130,SO000026,2022-11-02,C0001,D01,E06,P003,12,95,0,1140,
SL0000131,SO000026,2022-11-02,C0001,D01,E06,P004,6,70,0,420,
SL0000132,SO000026,2022-11-02,C0001,D01,E06,P020,11,125,0,1375,
SL0000133,SO000027,2022-11-16,C0001,D01,E06,P022,15,213.4,0.03,3201,
SL0000134,SO000027,2022-11-16,C0001,D01,E06,P007,6,110,0,660,
SL0000135,SO000027,2022-11-16,C0001,D01,E06,P017,9,90,0,810,
SL0000136,SO000027,2022-11-16,C0001,D01,E06,P001,7,65,0,455,
SL0000137,SO000027,2022-11-16,C0001,D01,E06,P004,9,70,0,630,
SL0000138,SO000028,2022-11-26,C0001,D01,E06,P020,4,125,0,500,
SL0000139,SO000028,2022-11-26,C0001,D01,E06,P002,3,60,0,180,
SL0000140,SO000028,2022-11-26,C0001,D01,E06,P017,12,90,0,1080,
SL0000141,SO000028,2022-11-26,C0001,D01,E06,P009,9,130,0,1170,
SL0000142,SO000028,2022-11-26,C0001,D01,E06,P012,12,77.6,0.03,931.2,
SL0000143,SO000028,2022-11-26,C0001,D01,E06,P003,12,95,0,1140,
SL0000144,SO000028,2022-11-26,C0001,D01,E06,P006,5,90,0,450,
SL0000145,SO000029,2022-12-06,C0001,D01,E06,P009,9,130,0,1170,
SL0000146,SO000029,2022-12-06,C0001,D01,E06,P010,11,125,0,1375,
SL0000147,SO000029,2022-12-06,C0001,D01,E06,P014,6,95,0,570,
SL0000148,SO000029,2022-12-06,C0001,D01,E06,P006,8,90,0,720,
SL0000149,SO000029,2022-12-06,C0001,D01,E06,P022,15,220,0,3300,
SL0000150,SO000030,2022-12-17,C0001,D01,E06,P003,15,95,0,1425,
SL0000151,SO000030,2022-12-17,C0001,D01,E06,P009,15,130,0,1950,
SL0000152,SO000030,2022-12-17,C0001,D01,E06,P018,15,135,0,2025,
SL0000153,SO000030,2022-12-17,C0001,D01,E06,P015,15,85,0,1275,
SL0000154,SO000030,2022-12-17,C0001,D01,E06,P021,6,190,0,1140,
SL0000155,SO000031,2022-12-29,C0001,D01,E06,P004,15,70,0,1050,
SL0000156,SO000031,2022-12-29,C0001,D01,E06,P016,4,80,0,320,
SL0000157,SO000031,2022-12-29,C0001,D01,E06,P010,9,125,0,1125,
SL0000158,SO000031,2022-12-29,C0001,D01,E06,P001,7,65,0,455,
SL0000159,SO000031,2022-12-29,C0001,D01,E06,P014,9,95,0,855,
SL0000160,SO000031,2022-12-29,C0001,D01,E06,P020,11,121.25,0.03,1333.75,
SL0000161,SO000031,2022-12-29,C0001,D01,E06,P005,12,120,0,1440,
SL0000162,SO000032,2023-01-12,C0001,D01,E06,P008,4,105,0,420,
SL0000163,SO000032,2023-01-12,C0001,D01,E06,P007,6,110,0,660,
SL0000164,SO000032,2023-01-12,C0001,D01,E06,P002,3,60,0,180,
SL0000165,SO000032,2023-01-12,C0001,D01,E06,P004,15,70,0,1050,
SL0000166,SO000032,2023-01-12,C0001,D01,E06,P020,6,125,0,750,
SL0000167,SO000033,2023-01-22,C0001,D01,E06,P009,15,130,0,1950,
SL0000168,SO000033,2023-01-22,C0001,D01,E06,P004,9,67.9,0.03,611.1,
SL0000169,SO000033,2023-01-22,C0001,D01,E06,P006,3,90,0,270,
SL0000170,SO000033,2023-01-22,C0001,D01,E06,P021,15,190,0,2850,
SL0000171,SO000033,2023-01-22,C0001,D01,E06,P015,12,85,0,1020,
SL0000172,SO000033,2023-01-22,C0001,D01,E06,P010,11,125,0,1375,
SL0000173,SO000033,2023-01-22,C0001,D01,E06,P014,9,95,0,855,
SL0000174,SO000034,2023-02-05,C0001,D01,E06,P012,6,77.6,0.03,465.6,
SL0000175,SO000034,2023-02-05,C0001,D01,E06,P014,9,95,0,855,
SL0000176,SO000034,2023-02-05,C0001,D01,E06,P003,9,95,0,855,
SL0000177,SO000035,2023-02-17,C0001,D01,E06,P005,15,120,0,1800,
SL0000178,SO000035,2023-02-17,C0001,D01,E06,P014,12,95,0,1140,
SL0000179,SO000035,2023-02-17,C0001,D01,E06,P006,8,90,0,720,
SL0000180,SO000035,2023-02-17,C0001,D01,E06,P009,12,130,0,1560,
SL0000181,SO000035,2023-02-17,C0001,D01,E06,P004,12,70,0,840,
SL0000182,SO000035,2023-02-17,C0001,D01,E06,P008,11,105,0,1155,
SL0000183,SO000035,2023-02-17,C0001,D01,E06,P023,15,135,0,2025,
SL0000184,SO000036,2023-03-03,C0001,D01,E06,P016,8,77.6,0.03,620.8,
SL0000185,SO000036,2023-03-03,C0001,D01,E06,P006,9,90,0,810,
SL0000186,SO000036,2023-03-03,C0001,D01,E06,P004,3,70,0,210,
SL0000187,SO000036,2023-03-03,C0001,D01,E06,P008,6,105,0,630,
SL0000188,SO000036,2023-03-03,C0001,D01,E06,P005,4,120,0,480,
SL0000189,SO000036,2023-03-03,C0001,D01,E06,P009,7,130,0,910,
SL0000190,SO000037,2023-03-17,C0001,D01,E06,P010,8,125,0,1000,
SL0000191,SO000037,2023-03-17,C0001,D01,E06,P020,8,125,0,1000,
SL0000192,SO000037,2023-03-17,C0001,D01,E06,P015,4,85,0,340,
SL0000193,SO000037,2023-03-17,C0001,D01,E06,P002,9,60,0,540,
SL0000194,SO000037,2023-03-17,C0001,D01,E06,P023,6,135,0,810,
SL0000195,SO000038,2023-03-28,C0001,D01,E06,P023,4,130.95,0.03,523.8,
SL0000196,SO000038,2023-03-28,C0001,D01,E06,P020,6,121.25,0.03,727.5,
SL0000197,SO000038,2023-03-28,C0001,D01,E06,P015,6,85,0,510,
SL0000198,SO000038,2023-03-28,C0001,D01,E06,P003,3,95,0,285,
SL0000199,SO000038,2023-03-28,C0001,D01,E06,P005,7,120,0,840,
SL0000200,SO000038,2023-03-28,C0001,D01,E06,P001,7,65,0,455,
SL0000201,SO000038,2023-03-28,C0001,D01,E06,P010,6,125,0,750,
SL0000202,SO000039,2023-04-09,C0001,D01,E06,P008,6,105,0,630,
SL0000203,SO000039,2023-04-09,C0001,D01,E06,P006,5,90,0,450,
SL0000204,SO000039,2023-04-09,C0001,D01,E06,P012,7,80,0,560,
SL0000205,SO000040,2023-04-19,C0001,D01,E06,P007,7,110,0,770,
SL0000206,SO000040,2023-04-19,C0001,D01,E06,P003,4,95,0,380,
SL0000207,SO000040,2023-04-19,C0001,D01,E06,P005,4,120,0,480,
SL0000208,SO000040,2023-04-19,C0001,D01,E06,P019,4,115,0,460,
SL0000209,SO000041,2023-05-02,C0001,D01,E06,P005,3,120,0,360,
SL0000210,SO000041,2023-05-02,C0001,D01,E06,P014,3,95,0,285,
SL0000211,SO000041,2023-05-02,C0001,D01,E06,P018,6,135,0,810,
SL0000212,SO000041,2023-05-02,C0001,D01,E06,P019,10,115,0,1150,
SL0000213,SO000041,2023-05-02,C0001,D01,E06,P016,4,80,0,320,
SL0000214,SO000041,2023-05-02,C0001,D01,E06,P001,9,65,0,585,
SL0000215,SO000041,2023-05-02,C0001,D01,E06,P004,4,70,0,280,
SL0000216,SO000042,2023-05-12,C0001,D01,E06,P011,5,120,0,600,
SL0000217,SO000042,2023-05-12,C0001,D01,E06,P004,6,70,0,420,
SL0000218,SO000042,2023-05-12,C0001,D01,E06,P021,4,190,0,760,
SL0000219,SO000043,2023-05-22,C0001,D01,E06,P008,10,101.85,0.03,1018.5,
SL0000220,SO000043,2023-05-22,C0001,D01,E06,P018,4,135,0,540,
SL0000221,SO000043,2023-05-22,C0001,D01,E06,P010,6,125,0,750,
SL0000222,SO000043,2023-05-22,C0001,D01,E06,P023,3,130.95,0.03,392.85,
SL0000223,SO000044,2023-06-05,C0001,D01,E06,P003,5,95,0,475,
SL0000224,SO000044,2023-06-05,C0001,D01,E06,P006,12,90,0,1080,
SL0000225,SO000044,2023-06-05,C0001,D01,E06,P014,3,95,0,285,
SL0000226,SO000044,2023-06-05,C0001,D01,E06,P001,12,65,0,780,
SL0000227,SO000045,2023-06-18,C0001,D01,E06,P020,4,121.25,0.03,485,
SL0000228,SO000045,2023-06-18,C0001,D01,E06,P019,6,115,0,690,
SL0000229,SO000045,2023-06-18,C0001,D01,E06,P006,6,87.3,0.03,523.8,
SL0000230,SO000046,2023-07-01,C0001,D01,E06,P014,5,95,0,475,
SL0000231,SO000046,2023-07-01,C0001,D01,E06,P010,10,125,0,1250,
SL0000232,SO000046,2023-07-01,C0001,D01,E06,P024,5,90,0,450,
SL0000233,SO000046,2023-07-01,C0001,D01,E06,P002,15,60,0,900,
SL0000234,SO000046,2023-07-01,C0001,D01,E06,P005,7,120,0,840,
SL0000235,SO000046,2023-07-01,C0001,D01,E06,P013,9,75,0,675,
SL0000236,SO000047,2023-07-11,C0001,D01,E06,P021,7,184.3,0.03,1290.1,
SL0000237,SO000047,2023-07-11,C0001,D01,E06,P009,7,126.1,0.03,882.7,
SL0000238,SO000047,2023-07-11,C0001,D01,E06,P020,10,125,0,1250,
SL0000239,SO000047,2023-07-11,C0001,D01,E06,P018,5,135,0,675,
SL0000240,SO000048,2023-07-25,C0001,D01,E06,P001,12,65,0,780,
SL0000241,SO000048,2023-07-25,C0001,D01,E06,P021,5,190,0,950,
SL0000242,SO000048,2023-07-25,C0001,D01,E06,P007,7,110,0,770,
SL0000243,SO000049,2023-08-05,C0001,D01,E06,P021,5,190,0,950,
SL0000244,SO000049,2023-08-05,C0001,D01,E06,P009,5,130,0,650,
SL0000245,SO000049,2023-08-05,C0001,D01,E06,P018,7,135,0,945,
SL0000246,SO000049,2023-08-05,C0001,D01,E06,P002,15,58.2,0.03,873,
SL0000247,SO000049,2023-08-05,C0001,D01,E06,P023,4,135,0,540,
SL0000248,SO000049,2023-08-05,C0001,D01,E06,P010,6,121.25,0.03,727.5,
SL0000249,SO000049,2023-08-05,C0001,D01,E06,P011,9,116.4,0.03,1047.6,
SL0000250,SO000050,2023-08-16,C0001,D01,E06,P020,6,125,0,750,
SL0000251,SO000050,2023-08-16,C0001,D01,E06,P024,9,90,0,810,
SL0000252,SO000050,2023-08-16,C0001,D01,E06,P001,15,63.05,0.03,945.75,
SL0000253,SO000051,2023-08-27,C0001,D01,E06,P009,4,126.1,0.03,504.4,
SL0000254,SO000051,2023-08-27,C0001,D01,E06,P004,4,70,0,280,
SL0000255,SO000051,2023-08-27,C0001,D01,E06,P022,9,220,0,1980,
SL0000256,SO000051,2023-08-27,C0001,D01,E06,P006,15,90,0,1350,
SL0000257,SO000051,2023-08-27,C0001,D01,E06,P003,7,92.15,0.03,645.05,
SL0000258,SO000052,2023-09-06,C0001,D01,E06,P012,7,80,0,560,
SL0000259,SO000052,2023-09-06,C0001,D01,E06,P006,6,90,0,540,
SL0000260,SO000052,2023-09-06,C0001,D01,E06,P013,9,75,0,675,
SL0000261,SO000052,2023-09-06,C0001,D01,E06,P007,4,110,0,440,
SL0000262,SO000052,2023-09-06,C0001,D01,E06,P014,9,95,0,855,
SL0000263,SO000053,2023-09-19,C0001,D01,E06,P003,4,95,0,380,
SL0000264,SO000053,2023-09-19,C0001,D01,E06,P020,10,125,0,1250,
SL0000265,SO000053,2023-09-19,C0001,D01,E06,P011,9,120,0,1080,
SL0000266,SO000053,2023-09-19,C0001,D01,E06,P016,4,80,0,320,
SL0000267,SO000053,2023-09-19,C0001,D01,E06,P021,9,184.3,0.03,1658.7,
SL0000268,SO000053,2023-09-19,C0001,D01,E06,P018,4,135,0,540,
SL0000269,SO000054,2023-10-01,C0001,D01,E06,P021,4,190,0,760,
SL0000270,SO000054,2023-10-01,C0001,D01,E06,P009,7,130,0,910,
SL0000271,SO000054,2023-10-01,C0001,D01,E06,P006,6,90,0,540,
SL0000272,SO000054,2023-10-01,C0001,D01,E06,P001,8,65,0,520,
SL0000273,SO000054,2023-10-01,C0001,D01,E06,P005,9,116.4,0.03,1047.6,
SL0000274,SO000054,2023-10-01,C0001,D01,E06,P019,8,115,0,920,
SL0000275,SO000054,2023-10-01,C0001,D01,E06,P020,14,125,0,1750,
SL0000276,SO000055,2023-10-14,C0001,D01,E06,P003,4,95,0,380,
SL0000277,SO000055,2023-10-14,C0001,D01,E06,P020,8,125,0,1000,
SL0000278,SO000055,2023-10-14,C0001,D01,E06,P012,11,80,0,880,
SL0000279,SO000055,2023-10-14,C0001,D01,E06,P016,8,77.6,0.03,620.8,
SL0000280,SO000055,2023-10-14,C0001,D01,E06,P005,7,120,0,840,
SL0000281,SO000055,2023-10-14,C0001,D01,E06,P014,7,95,0,665,
SL0000282,SO000055,2023-10-14,C0001,D01,E06,P018,7,135,0,945,
SL0000283,SO000056,2023-10-26,C0001,D01,E06,P012,11,80,0,880,
SL0000284,SO000056,2023-10-26,C0001,D01,E06,P023,7,135,0,945,
SL0000285,SO000056,2023-10-26,C0001,D01,E06,P008,6,105,0,630,
SL0000286,SO000056,2023-10-26,C0001,D01,E06,P022,4,220,0,880,
SL0000287,SO000056,2023-10-26,C0001,D01,E06,P002,8,58.2,0.03,465.6,
SL0000288,SO000056,2023-10-26,C0001,D01,E06,P006,4,90,0,360,
SL0000289,SO000057,2023-11-06,C0001,D01,E06,P012,8,76,0.05,608,PR04
SL0000290,SO000057,2023-11-06,C0001,D01,E06,P011,7,110.4,0.08,772.8,PR04
SL0000291,SO000057,2023-11-06,C0001,D01,E06,P023,8,128.25,0.05,1026,PR04
SL0000292,SO000057,2023-11-06,C0001,D01,E06,P022,20,202.4,0.08,4048,PR04
SL0000293,SO000057,2023-11-06,C0001,D01,E06,P024,8,82.8,0.08,662.4,PR04
SL0000294,SO000057,2023-11-06,C0001,D01,E06,P005,20,110.4,0.08,2208,PR04
SL0000295,SO000058,2023-11-17,C0001,D01,E06,P021,13,190,0,2470,
SL0000296,SO000058,2023-11-17,C0001,D01,E06,P014,7,95,0,665,
SL0000297,SO000058,2023-11-17,C0001,D01,E06,P012,13,80,0,1040,
SL0000298,SO000058,2023-11-17,C0001,D01,E06,P005,13,120,0,1560,
SL0000299,SO000058,2023-11-17,C0001,D01,E06,P010,9,125,0,1125,
SL0000300,SO000059,2023-11-27,C0001,D01,E06,P024,16,90,0,1440,
SL0000301,SO000059,2023-11-27,C0001,D01,E06,P010,9,125,0,1125,
SL0000302,SO000059,2023-11-27,C0001,D01,E06,P022,7,220,0,1540,
SL0000303,SO000059,2023-11-27,C0001,D01,E06,P013,4,75,0,300,
SL0000304,SO000059,2023-11-27,C0001,D01,E06,P005,7,120,0,840,
SL0000305,SO000059,2023-11-27,C0001,D01,E06,P019,5,115,0,575,
SL0000306,SO000060,2023-12-10,C0001,D01,E06,P020,12,125,0,1500,
SL0000307,SO000060,2023-12-10,C0001,D01,E06,P004,13,70,0,910,
SL0000308,SO000060,2023-12-10,C0001,D01,E06,P014,16,95,0,1520,
SL0000309,SO000060,2023-12-10,C0001,D01,E06,P011,9,120,0,1080,
SL0000310,SO000060,2023-12-10,C0001,D01,E06,P021,13,190,0,2470,
SL0000311,SO000061,2023-12-22,C0001,D01,E06,P017,13,90,0,1170,
SL0000312,SO000061,2023-12-22,C0001,D01,E06,P007,16,110,0,1760,
SL0000313,SO000061,2023-12-22,C0001,D01,E06,P008,12,105,0,1260,
SL0000314,SO000061,2023-12-22,C0001,D01,E06,P014,10,95,0,950,
SL0000315,SO000061,2023-12-22,C0001,D01,E06,P004,13,67.9,0.03,882.7,
SL0000316,SO000061,2023-12-22,C0001,D01,E06,P020,7,125,0,875,
SL0000317,SO000062,2024-01-03,C0001,D01,E06,P004,17,70,0,1190,
SL0000318,SO000062,2024-01-03,C0001,D01,E06,P007,7,110,0,770,
SL0000319,SO000062,2024-01-03,C0001,D01,E06,P015,7,85,0,595,
SL0000320,SO000063,2024-01-13,C0001,D01,E06,P021,17,190,0,3230,
SL0000321,SO000063,2024-01-13,C0001,D01,E06,P003,10,95,0,950,
SL0000322,SO000063,2024-01-13,C0001,D01,E06,P023,13,135,0,1755,
SL0000323,SO000063,2024-01-13,C0001,D01,E06,P014,7,92.15,0.03,645.05,
SL0000324,SO000063,2024-01-13,C0001,D01,E06,P009,10,126.1,0.03,1261,
SL0000325,SO000063,2024-01-13,C0001,D01,E06,P007,7,110,0,770,
SL0000326,SO000064,2024-01-27,C0001,D01,E06,P020,7,125,0,875,
SL0000327,SO000064,2024-01-27,C0001,D01,E06,P005,7,120,0,840,
SL0000328,SO000064,2024-01-27,C0001,D01,E06,P007,13,110,0,1430,
SL0000329,SO000064,2024-01-27,C0001,D01,E06,P013,5,75,0,375,
SL0000330,SO000064,2024-01-27,C0001,D01,E06,P021,13,190,0,2470,
SL0000331,SO000064,2024-01-27,C0001,D01,E06,P024,7,90,0,630,
SL0000332,SO000065,2024-02-09,C0001,D01,E06,P014,13,95,0,1235,
SL0000333,SO000065,2024-02-09,C0001,D01,E06,P003,7,95,0,665,
SL0000334,SO000065,2024-02-09,C0001,D01,E06,P011,4,120,0,480,
