MaterialID,WeekEnd,OpeningStock,Received,Consumed,ClosingStock
M03,2024-03-24,52.3,60.0,9.8,102.6
M03,2024-03-31,102.6,0.0,8.0,94.6
M03,2024-04-07,94.6,0.0,11.5,83.1
M03,2024-04-14,83.1,0.0,11.6,71.5
M03,2024-04-21,71.5,0.0,13.9,57.6
M03,2024-04-28,57.6,60.0,15.2,102.4
M03,2024-05-05,102.4,0.0,10.9,91.5
M03,2024-05-12,91.5,0.0,10.9,80.6
M03,2024-05-19,80.6,0.0,16.8,63.8
M03,2024-05-26,63.8,50.0,14.4,99.3
M03,2024-06-02,99.3,0.0,9.1,90.2
M03,2024-06-09,90.2,0.0,15.0,75.2
M03,2024-06-16,75.2,0.0,11.4,63.8
M03,2024-06-23,63.8,60.0,14.7,109.1
M03,2024-06-30,109.1,0.0,15.8,93.3
M03,2024-07-07,93.3,0.0,11.6,81.7
M03,2024-07-14,81.7,0.0,16.2,65.6
M03,2024-07-21,65.6,50.0,12.6,102.9
M03,2024-07-28,102.9,0.0,13.8,89.1
M03,2024-08-04,89.1,0.0,10.0,79.2
M03,2024-08-11,79.2,0.0,19.0,60.2
M03,2024-08-18,60.2,60.0,14.0,106.2
M03,2024-08-25,106.2,0.0,11.8,94.4
M03,2024-09-01,94.4,0.0,10.5,83.9
M03,2024-09-08,83.9,50.0,12.1,121.8
M03,2024-09-15,121.8,0.0,30.0,91.8
M03,2024-09-22,91.8,0.0,25.7,66.1
M03,2024-09-29,66.1,70.0,14.2,121.8
M03,2024-10-06,121.8,0.0,28.4,93.4
M03,2024-10-13,93.4,60.0,21.3,132.1
M03,2024-10-20,132.1,0.0,46.2,85.9
M03,2024-10-27,85.9,70.0,28.5,127.4
M03,2024-11-03,127.4,0.0,32.9,94.6
M03,2024-11-10,94.6,70.0,39.0,125.6
M03,2024-11-17,125.6,0.0,37.7,87.9
M03,2024-11-24,87.9,70.0,36.5,121.4
M03,2024-12-01,121.4,0.0,31.3,90.2
M03,2024-12-08,90.2,0.0,31.5,58.6
M03,2024-12-15,58.6,60.0,12.3,106.4
M03,2024-12-22,106.4,0.0,21.5,84.9
M03,2024-12-29,84.9,0.0,2.5,82.4
M03,2025-01-05,82.4,0.0,26.8,55.7
M04,2022-01-02,98.8,0.0,3.9,94.9
M04,2022-01-09,94.9,0.0,15.0,79.8
M04,2022-01-16,79.8,0.0,11.8,68.0
M04,2022-01-23,68.0,0.0,12.2,55.8
M04,2022-01-30,55.8,0.0,8.7,47.1
M04,2022-02-06,47.1,0.0,16.5,30.6
M04,2022-02-13,30.6,30.0,5.5,55.1
M04,2022-02-20,55.1,0.0,5.2,49.9
M04,2022-02-27,49.9,0.0,2.8,47.1
M04,2022-03-06,47.1,0.0,4.8,42.2
M04,2022-03-13,42.2,0.0,5.2,37.0
M04,2022-03-20,37.0,0.0,3.1,33.9
M04,2022-03-27,33.9,0.0,5.2,28.6
M04,2022-04-03,28.6,0.0,2.9,25.7
M04,2022-04-10,25.7,30.0,4.8,51.0
M04,2022-04-17,51.0,0.0,5.3,45.7
M04,2022-04-24,45.7,0.0,2.4,43.4
M04,2022-05-01,43.4,0.0,4.1,39.3
M04,2022-05-08,39.3,0.0,3.1,36.2
M04,2022-05-15,36.2,0.0,3.5,32.7
M04,2022-05-22,32.7,0.0,5.0,27.7
M04,2022-05-29,27.7,30.0,3.9,53.8
M04,2022-06-05,53.8,0.0,3.8,50.0
M04,2022-06-12,50.0,0.0,5.3,44.8
M04,2022-06-19,44.8,0.0,5.2,39.6
M04,2022-06-26,39.6,0.0,5.1,34.5
M04,2022-07-03,34.5,0.0,5.9,28.6
M04,2022-07-10,28.6,30.0,7.0,51.6
M04,2022-07-17,51.6,0.0,4.0,47.6
M04,2022-07-24,47.6,0.0,6.1,41.5
M04,2022-07-31,41.5,0.0,5.4,36.1
M04,2022-08-07,36.1,0.0,3.5,32.6
M04,2022-08-14,32.6,30.0,4.9,57.7
M04,2022-08-21,57.7,0.0,6.9,50.8
M04,2022-08-28,50.8,0.0,5.4,45.3
M04,2022-09-04,45.3,0.0,4.2,41.2
M04,2022-09-11,41.2,0.0,6.7,34.5
M04,2022-09-18,34.5,0.0,8.9,25.6
M04,2022-09-25,25.6,30.0,9.7,45.8
M04,2022-10-02,45.8,0.0,6.4,39.4
M04,2022-10-09,39.4,30.0,8.7,60.6
M04,2022-10-16,60.6,0.0,15.9,44.8
M04,2022-10-23,44.8,30.0,10.3,64.4
M04,2022-10-30,64.4,0.0,14.8,49.6
M04,2022-11-06,49.6,0.0,12.3,37.3
M04,2022-11-13,37.3,40.0,12.2,65.1
M04,2022-11-20,65.1,0.0,13.9,51.2
M04,2022-11-27,51.2,0.0,10.5,40.7
M04,2022-12-04,40.7,30.0,12.8,57.9
M04,2022-12-11,57.9,0.0,11.6,46.3
M04,2022-12-18,46.3,0.0,10.7,35.6
M04,2022-12-25,35.6,40.0,10.8,64.9
M04,2023-01-01,64.9,0.0,14.4,50.5
M04,2023-01-08,50.5,0.0,9.3,41.2
M04,2023-01-15,41.2,30.0,10.2,61.0
M04,2023-01-22,61.0,0.0,15.2,45.8
M04,2023-01-29,45.8,30.0,12.7,63.1
M04,2023-02-05,63.1,0.0,17.1,46.0
M04,2023-02-12,46.0,0.0,7.4,38.6
M04,2023-02-19,38.6,0.0,6.5,32.1
M04,2023-02-26,32.1,0.0,4.5,27.6
M04,2023-03-05,27.6,30.0,4.8,52.8
M04,2023-03-12,52.8,0.0,4.4,48.4
M04,2023-03-19,48.4,0.0,3.8,44.6
M04,2023-03-26,44.6,0.0,4.8,39.8
M04,2023-04-02,39.8,0.0,4.6,35.3
M04,2023-04-09,35.3,0.0,4.8,30.5
M04,2023-04-16,30.5,30.0,5.3,55.2
M04,2023-04-23,55.2,0.0,4.9,50.3
M04,2023-04-30,50.3,0.0,7.3,42.9
